Time,Throughput_EnbA,Throughput_EnbB
509,11.402,13.1222
509.1,11.4021,13.1222
509.2,11.4022,13.1222
509.3,11.4023,13.1222
509.4,11.4024,13.1222
509.5,11.4025,13.1223
509.6,11.4025,13.1222
509.7,11.4027,13.1222
509.8,11.4028,13.1222
509.9,11.4029,13.1222
510,11.4029,13.1222
510.1,11.403,13.1222
510.2,11.4031,13.1222
510.3,11.4032,13.1222
510.4,11.4033,13.1222
510.5,11.4034,13.1222
510.6,11.4035,13.1222
510.7,11.4036,13.1222
510.8,11.4036,13.1222
510.9,11.4037,13.1222
511,11.4038,13.1222
511.1,11.4039,13.1222
511.2,11.404,13.1222
511.3,11.4041,13.1222
511.4,11.4042,13.1222
511.5,11.4043,13.1222
511.6,11.4044,13.1222
511.7,11.4045,13.1222
511.8,11.4046,13.1222
511.9,11.4047,13.1222
512,11.4048,13.1222
512.1,11.4049,13.1222
512.2,11.4049,13.1222
512.3,11.405,13.1222
512.4,11.4051,13.1221
512.5,11.4052,13.1221
512.6,11.4053,13.1221
512.7,11.4054,13.1222
512.8,11.4055,13.1222
512.9,11.4056,13.1221
513,11.4056,13.1221
513.1,11.4057,13.1221
513.2,11.4058,13.1222
513.3,11.4059,13.1221
513.4,11.406,13.1221
513.5,11.4061,13.1221
513.6,11.4062,13.1221
513.7,11.4063,13.1221
513.8,11.4064,13.1221
513.9,11.4065,13.1221
514,11.4066,13.1221
514.1,11.4066,13.1221
514.2,11.4067,13.1221
514.3,11.4068,13.1221
514.4,11.4069,13.1221
514.5,11.407,13.1221
514.6,11.4071,13.1221
514.7,11.4072,13.1221
514.8,11.4073,13.1221
514.9,11.4074,13.1221
515,11.4074,13.1221
515.1,11.4075,13.1221
515.2,11.4076,13.1221
515.3,11.4077,13.1221
515.4,11.4078,13.1221
515.5,11.4079,13.1221
515.6,11.408,13.1221
515.7,11.4081,13.1221
515.8,11.4082,13.122
515.9,11.4083,13.1221
516,11.4083,13.1221
516.1,11.4084,13.1221
516.2,11.4085,13.1221
516.3,11.4086,13.122
516.4,11.4087,13.122
516.5,11.4088,13.122
516.6,11.4089,13.122
516.7,11.4089,13.1221
516.8,11.409,13.1221
516.9,11.4091,13.122
517,11.4092,13.122
517.1,11.4093,13.122
517.2,11.4094,13.122
517.3,11.4094,13.122
517.4,11.4096,13.122
517.5,11.4096,13.122
517.6,11.4098,13.122
517.7,11.4098,13.122
517.8,11.4099,13.122
517.9,11.41,13.122
518,11.4101,13.122
518.1,11.4101,13.122
518.2,11.4102,13.122
518.3,11.4103,13.122
518.4,11.4104,13.122
518.5,11.4105,13.122
518.6,11.4106,13.122
518.7,11.4107,13.122
518.8,11.4108,13.122
518.9,11.4109,13.122
519,11.4109,13.122
519.1,11.4111,13.122
519.2,11.4111,13.122
519.3,11.4112,13.122
519.4,11.4113,13.122
519.5,11.4114,13.1219
519.6,11.4115,13.1219
519.7,11.4116,13.122
519.8,11.4117,13.1219
519.9,11.4117,13.1219
520,11.4118,13.1219
520.1,11.4119,13.1219
520.2,11.412,13.1219
520.3,11.4121,13.1219
520.4,11.4122,13.1219
520.5,11.4123,13.1219
520.6,11.4124,13.1219
520.7,11.4125,13.1219
520.8,11.4126,13.1219
520.9,11.4126,13.1219
521,11.4127,13.1219
521.1,11.4128,13.1219
521.2,11.4129,13.1219
521.3,11.413,13.1219
521.4,11.4131,13.1219
521.5,11.4132,13.1219
521.6,11.4133,13.1219
521.7,11.4134,13.1219
521.8,11.4134,13.1219
521.9,11.4135,13.1219
522,11.4136,13.1219
522.1,11.4137,13.1219
522.2,11.4138,13.1219
522.3,11.4139,13.1219
522.4,11.414,13.1219
522.5,11.414,13.1219
522.6,11.4141,13.1218
522.7,11.4142,13.1219
522.8,11.4143,13.1218
522.9,11.4144,13.1219
523,11.4145,13.1218
523.1,11.4145,13.1218
523.2,11.4147,13.1218
523.3,11.4147,13.1218
523.4,11.4148,13.1218
523.5,11.4149,13.1218
523.6,11.415,13.1218
523.7,11.4151,13.1218
523.8,11.4152,13.1218
523.9,11.4153,13.1218
524,11.4154,13.1218
524.1,11.4154,13.1219
524.2,11.4155,13.1218
524.3,11.4156,13.1218
524.4,11.4157,13.1218
524.5,11.4158,13.1218
524.6,11.4159,13.1218
524.7,11.416,13.1218
524.8,11.416,13.1218
524.9,11.4162,13.1218
525,11.4162,13.1218
525.1,11.4163,13.1218
525.2,11.4164,13.1218
525.3,11.4165,13.1218
525.4,11.4166,13.1218
525.5,11.4167,13.1218
525.6,11.4168,13.1218
525.7,11.4168,13.1218
525.8,11.417,13.1218
525.9,11.417,13.1218
526,11.4171,13.1217
526.1,11.4172,13.1217
526.2,11.4173,13.1218
526.3,11.4173,13.1217
526.4,11.4174,13.1217
526.5,11.4175,13.1217
526.6,11.4176,13.1218
526.7,11.4177,13.1217
526.8,11.4178,13.1217
526.9,11.4179,13.1218
527,11.418,13.1217
527.1,11.418,13.1217
527.2,11.4181,13.1217
527.3,11.4182,13.1217
527.4,11.4183,13.1217
527.5,11.4184,13.1217
527.6,11.4185,13.1217
527.7,11.4186,13.1217
527.8,11.4187,13.1217
527.9,11.4187,13.1217
528,11.4188,13.1217
528.1,11.4189,13.1217
528.2,11.419,13.1217
528.3,11.4191,13.1217
528.4,11.4192,13.1217
528.5,11.4193,13.1217
528.6,11.4193,13.1217
528.7,11.4194,13.1217
528.8,11.4195,13.1217
528.9,11.4196,13.1217
529,11.4197,13.1217
529.1,11.4197,13.1217
529.2,11.4199,13.1217
529.3,11.4199,13.1217
529.4,11.42,13.1217
529.5,11.4201,13.1217
529.6,11.4202,13.1217
529.7,11.4202,13.1216
529.8,11.4203,13.1216
529.9,11.4204,13.1217
530,11.4205,13.1216
530.1,11.4206,13.1217
530.2,11.4207,13.1217
530.3,11.4207,13.1217
530.4,11.4208,13.1216
530.5,11.4209,13.1216
530.6,11.421,13.1216
530.7,11.4211,13.1216
530.8,11.4212,13.1217
530.9,11.4213,13.1217
531,11.4213,13.1216
531.1,11.4214,13.1216
531.2,11.4215,13.1216
531.3,11.4216,13.1216
531.4,11.4216,13.1216
531.5,11.4218,13.1216
531.6,11.4218,13.1216
531.7,11.4219,13.1216
531.8,11.422,13.1216
531.9,11.4221,13.1216
532,11.4222,13.1216
532.1,11.4223,13.1216
532.2,11.4223,13.1216
532.3,11.4224,13.1216
532.4,11.4225,13.1216
532.5,11.4226,13.1216
532.6,11.4227,13.1216
532.7,11.4228,13.1216
532.8,11.4229,13.1216
532.9,11.423,13.1216
533,11.423,13.1216
533.1,11.4231,13.1216
533.2,11.4232,13.1216
533.3,11.4233,13.1216
533.4,11.4234,13.1216
533.5,11.4234,13.1216
533.6,11.4235,13.1216
533.7,11.4236,13.1216
533.8,11.4237,13.1216
533.9,11.4238,13.1216
534,11.4239,13.1216
534.1,11.4239,13.1216
534.2,11.424,13.1216
534.3,11.4242,13.1216
534.4,11.4242,13.1216
534.5,11.4243,13.1215
534.6,11.4244,13.1215
534.7,11.4245,13.1215
534.8,11.4245,13.1215
534.9,11.4246,13.1216
535,11.4247,13.1215
535.1,11.4248,13.1215
535.2,11.4249,13.1215
535.3,11.425,13.1215
535.4,11.4251,13.1215
535.5,11.4251,13.1215
535.6,11.4252,13.1215
535.7,11.4253,13.1215
535.8,11.4254,13.1215
535.9,11.4255,13.1215
536,11.4256,13.1215
536.1,11.4256,13.1215
536.2,11.4257,13.1215
536.3,11.4258,13.1215
536.4,11.4259,13.1215
536.5,11.4259,13.1215
536.6,11.426,13.1215
536.7,11.4261,13.1215
536.8,11.4262,13.1215
536.9,11.4263,13.1214
537,11.4264,13.1215
537.1,11.4265,13.1215
537.2,11.4265,13.1215
537.3,11.4266,13.1215
537.4,11.4267,13.1215
537.5,11.4268,13.1215
537.6,11.4268,13.1215
537.7,11.4269,13.1214
537.8,11.427,13.1215
537.9,11.4271,13.1215
538,11.4272,13.1214
538.1,11.4272,13.1215
538.2,11.4274,13.1215
538.3,11.4274,13.1215
538.4,11.4275,13.1214
538.5,11.4276,13.1214
538.6,11.4277,13.1214
538.7,11.4278,13.1214
538.8,11.4279,13.1215
538.9,11.4279,13.1215
539,11.428,13.1214
539.1,11.4281,13.1214
539.2,11.4282,13.1214
539.3,11.4282,13.1214
539.4,11.4283,13.1214
539.5,11.4284,13.1214
539.6,11.4285,13.1214
539.7,11.4286,13.1214
539.8,11.4287,13.1214
539.9,11.4287,13.1214
540,11.4288,13.1214
540.1,11.4289,13.1214
540.2,11.429,13.1214
540.3,11.4291,13.1214
540.4,11.4291,13.1214
540.5,11.4293,13.1214
540.6,11.4293,13.1214
540.7,11.4294,13.1214
540.8,11.4295,13.1214
540.9,11.4296,13.1213
541,11.4296,13.1214
541.1,11.4297,13.1214
541.2,11.4298,13.1214
541.3,11.4299,13.1214
541.4,11.4299,13.1214
541.5,11.43,13.1214
541.6,11.4301,13.1213
541.7,11.4302,13.1213
541.8,11.4303,13.1214
541.9,11.4304,13.1213
542,11.4304,13.1213
542.1,11.4305,13.1214
542.2,11.4306,13.1214
542.3,11.4307,13.1213
542.4,11.4308,13.1213
542.5,11.4308,13.1213
542.6,11.4309,13.1213
542.7,11.431,13.1213
542.8,11.4311,13.1213
542.9,11.4311,13.1213
543,11.4312,13.1213
543.1,11.4313,13.1213
543.2,11.4314,13.1213
543.3,11.4315,13.1213
543.4,11.4315,13.1213
543.5,11.4316,13.1213
543.6,11.4317,13.1213
543.7,11.4318,13.1213
543.8,11.4319,13.1213
543.9,11.4319,13.1213
544,11.432,13.1213
544.1,11.4321,13.1213
544.2,11.4321,13.1213
544.3,11.4322,13.1213
544.4,11.4323,13.1213
544.5,11.4324,13.1213
544.6,11.4325,13.1213
544.7,11.4326,13.1213
544.8,11.4327,13.1213
544.9,11.4327,13.1213
545,11.4328,13.1213
545.1,11.4329,13.1213
545.2,11.433,13.1213
545.3,11.433,13.1213
545.4,11.4332,13.1213
545.5,11.4332,13.1213
545.6,11.4333,13.1213
545.7,11.4333,13.1212
545.8,11.4334,13.1213
545.9,11.4335,13.1213
546,11.4336,13.1213
546.1,11.4337,13.1213
546.2,11.4337,13.1212
546.3,11.4338,13.1212
546.4,11.4339,13.1212
546.5,11.434,13.1213
546.6,11.434,13.1212
546.7,11.4341,13.1212
546.8,11.4342,13.1213
546.9,11.4343,13.1212
547,11.4344,13.1212
547.1,11.4345,13.1212
547.2,11.4345,13.1212
547.3,11.4346,13.1212
547.4,11.4347,13.1212
547.5,11.4348,13.1212
547.6,11.4349,13.1212
547.7,11.4349,13.1212
547.8,11.4349,13.1212
547.9,11.435,13.1212
548,11.4351,13.1212
548.1,11.4352,13.1212
548.2,11.4353,13.1212
548.3,11.4354,13.1212
548.4,11.4355,13.1212
548.5,11.4355,13.1212
548.6,11.4356,13.1212
548.7,11.4357,13.1212
548.8,11.4358,13.1212
548.9,11.4359,13.1211
549,11.4359,13.1212
549.1,11.436,13.1212
549.2,11.4361,13.1212
549.3,11.4361,13.1212
549.4,11.4362,13.1212
549.5,11.4363,13.1212
549.6,11.4364,13.1212
549.7,11.4365,13.1212
549.8,11.4365,13.1212
549.9,11.4367,13.1212
550,11.4367,13.1211
550.1,11.4368,13.1212
550.2,11.4368,13.1211
550.3,11.437,13.1211
550.4,11.437,13.1211
550.5,11.4371,13.1212
550.6,11.4372,13.1211
550.7,11.4372,13.1211
550.8,11.4373,13.1211
550.9,11.4374,13.1211
551,11.4375,13.1211
551.1,11.4376,13.1211
551.2,11.4376,13.1211
551.3,11.4377,13.1211
551.4,11.4378,13.1211
551.5,11.4378,13.1211
551.6,11.4379,13.1211
551.7,11.438,13.1211
551.8,11.4381,13.1211
551.9,11.4382,13.1211
552,11.4382,13.1211
552.1,11.4383,13.1211
552.2,11.4384,13.1211
552.3,11.4384,13.1211
552.4,11.4385,13.1211
552.5,11.4386,13.1211
552.6,11.4387,13.1211
552.7,11.4388,13.1211
552.8,11.4388,13.1211
552.9,11.4389,13.121
553,11.439,13.1211
553.1,11.4391,13.1211
553.2,11.4391,13.1211
553.3,11.4392,13.1211
553.4,11.4393,13.1211
553.5,11.4393,13.1211
553.6,11.4395,13.1211
553.7,11.4395,13.1211
553.8,11.4396,13.1211
553.9,11.4397,13.121
554,11.4398,13.1211
554.1,11.4398,13.1211
554.2,11.4399,13.121
554.3,11.44,13.121
554.4,11.4401,13.121
554.5,11.4401,13.1211
554.6,11.4402,13.121
554.7,11.4403,13.1211
554.8,11.4404,13.1211
554.9,11.4405,13.1211
555,11.4405,13.121
555.1,11.4406,13.121
555.2,11.4407,13.1211
555.3,11.4407,13.121
555.4,11.4408,13.121
555.5,11.4409,13.121
555.6,11.441,13.121
555.7,11.441,13.121
555.8,11.4411,13.121
555.9,11.4412,13.121
556,11.4412,13.121
556.1,11.4413,13.121
556.2,11.4414,13.121
556.3,11.4415,13.121
556.4,11.4416,13.121
556.5,11.4416,13.121
556.6,11.4417,13.121
556.7,11.4418,13.121
556.8,11.4419,13.121
556.9,11.4419,13.121
557,11.442,13.121
557.1,11.4421,13.121
557.2,11.4422,13.121
557.3,11.4423,13.121
557.4,11.4423,13.121
557.5,11.4424,13.121
557.6,11.4425,13.121
557.7,11.4425,13.121
557.8,11.4426,13.121
557.9,11.4427,13.121
558,11.4428,13.121
558.1,11.4429,13.121
558.2,11.443,13.121
558.3,11.443,13.121
558.4,11.4431,13.121
558.5,11.4432,13.121
558.6,11.4432,13.121
558.7,11.4433,13.121
558.8,11.4434,13.121
558.9,11.4435,13.121
559,11.4435,13.121
559.1,11.4436,13.1209
559.2,11.4437,13.1209
559.3,11.4438,13.1209
559.4,11.4438,13.121
559.5,11.4439,13.1209
559.6,11.444,13.1209
559.7,11.4441,13.1209
559.8,11.4441,13.1209
559.9,11.4442,13.1209
560,11.4443,13.1209
560.1,11.4443,13.1209
560.2,11.4445,13.1209
560.3,11.4445,13.1209
560.4,11.4446,13.1209
560.5,11.4446,13.1209
560.6,11.4448,13.1209
560.7,11.4448,13.1209
560.8,11.4449,13.1209
560.9,11.445,13.1209
561,11.445,13.1209
561.1,11.4451,13.1209
561.2,11.4452,13.1209
561.3,11.4453,13.1209
561.4,11.4453,13.1209
561.5,11.4454,13.1209
561.6,11.4455,13.1209
561.7,11.4456,13.1209
561.8,11.4457,13.1209
561.9,11.4457,13.1209
562,11.4458,13.1209
562.1,11.4459,13.1209
562.2,11.4459,13.1208
562.3,11.446,13.1208
562.4,11.4461,13.1209
562.5,11.4462,13.1208
562.6,11.4463,13.1208
562.7,11.4463,13.1209
562.8,11.4464,13.1209
562.9,11.4465,13.1208
563,11.4466,13.1208
563.1,11.4466,13.1208
563.2,11.4467,13.1209
563.3,11.4468,13.1208
563.4,11.4469,13.1208
563.5,11.4469,13.1208
563.6,11.447,13.1208
563.7,11.4471,13.1208
563.8,11.4472,13.1208
563.9,11.4472,13.1209
564,11.4473,13.1208
564.1,11.4474,13.1208
564.2,11.4474,13.1208
564.3,11.4475,13.1208
564.4,11.4476,13.1208
564.5,11.4477,13.1208
564.6,11.4477,13.1208
564.7,11.4479,13.1208
564.8,11.4479,13.1208
564.9,11.448,13.1209
565,11.448,13.1208
565.1,11.4481,13.1208
565.2,11.4482,13.1208
565.3,11.4482,13.1208
565.4,11.4483,13.1208
565.5,11.4484,13.1208
565.6,11.4485,13.1208
565.7,11.4486,13.1208
565.8,11.4486,13.1208
565.9,11.4487,13.1208
566,11.4488,13.1208
566.1,11.4488,13.1208
566.2,11.4489,13.1208
566.3,11.449,13.1208
566.4,11.449,13.1208
566.5,11.4491,13.1208
566.6,11.4492,13.1208
566.7,11.4493,13.1208
566.8,11.4493,13.1208
566.9,11.4494,13.1208
567,11.4495,13.1207
567.1,11.4495,13.1208
567.2,11.4497,13.1208
567.3,11.4497,13.1208
567.4,11.4498,13.1208
567.5,11.4499,13.1208
567.6,11.4499,13.1208
567.7,11.45,13.1207
567.8,11.4501,13.1207
567.9,11.4502,13.1207
568,11.4503,13.1207
568.1,11.4503,13.1207
568.2,11.4504,13.1207
568.3,11.4505,13.1207
568.4,11.4505,13.1207
568.5,11.4506,13.1207
568.6,11.4507,13.1207
568.7,11.4508,13.1207
568.8,11.4508,13.1207
568.9,11.4509,13.1207
569,11.451,13.1207
569.1,11.4511,13.1207
569.2,11.4511,13.1207
569.3,11.4512,13.1207
569.4,11.4513,13.1207
569.5,11.4513,13.1207
569.6,11.4514,13.1207
569.7,11.4515,13.1207
569.8,11.4515,13.1207
569.9,11.4516,13.1207
570,11.4517,13.1207
570.1,11.4518,13.1207
570.2,11.4518,13.1207
570.3,11.4519,13.1207
570.4,11.452,13.1207
570.5,11.452,13.1207
570.6,11.4521,13.1207
570.7,11.4522,13.1207
570.8,11.4523,13.1207
570.9,11.4523,13.1207
571,11.4524,13.1207
571.1,11.4525,13.1207
571.2,11.4525,13.1207
571.3,11.4526,13.1206
571.4,11.4527,13.1207
571.5,11.4527,13.1207
571.6,11.4529,13.1207
571.7,11.4529,13.1206
571.8,11.453,13.1206
571.9,11.4531,13.1206
572,11.4531,13.1206
572.1,11.4532,13.1207
572.2,11.4533,13.1207
572.3,11.4533,13.1206
572.4,11.4534,13.1206
572.5,11.4535,13.1206
572.6,11.4536,13.1207
572.7,11.4536,13.1206
572.8,11.4537,13.1206
572.9,11.4538,13.1206
573,11.4538,13.1206
573.1,11.4539,13.1206
573.2,11.454,13.1206
573.3,11.454,13.1206
573.4,11.4541,13.1206
573.5,11.4542,13.1206
573.6,11.4543,13.1206
573.7,11.4543,13.1206
573.8,11.4544,13.1206
573.9,11.4545,13.1206
574,11.4545,13.1206
574.1,11.4546,13.1206
574.2,11.4547,13.1206
574.3,11.4548,13.1206
574.4,11.4548,13.1206
574.5,11.4549,13.1206
574.6,11.455,13.1206
574.7,11.455,13.1206
574.8,11.4551,13.1206
574.9,11.4552,13.1206
575,11.4552,13.1206
575.1,11.4553,13.1206
575.2,11.4554,13.1206
575.3,11.4554,13.1206
575.4,11.4555,13.1206
575.5,11.4556,13.1206
575.6,11.4557,13.1206
575.7,11.4558,13.1205
575.8,11.4558,13.1206
575.9,11.4559,13.1206
576,11.4559,13.1206
576.1,11.456,13.1206
576.2,11.4561,13.1206
576.3,11.4562,13.1206
576.4,11.4563,13.1206
576.5,11.4563,13.1205
576.6,11.4564,13.1205
576.7,11.4564,13.1205
576.8,11.4565,13.1206
576.9,11.4566,13.1206
577,11.4567,13.1205
577.1,11.4567,13.1206
577.2,11.4568,13.1206
577.3,11.4569,13.1206
577.4,11.4569,13.1205
577.5,11.457,13.1205
577.6,11.4571,13.1206
577.7,11.4572,13.1205
577.8,11.4572,13.1205
577.9,11.4573,13.1205
578,11.4573,13.1205
578.1,11.4574,13.1205
578.2,11.4575,13.1205
578.3,11.4575,13.1205
578.4,11.4576,13.1205
578.5,11.4577,13.1205
578.6,11.4578,13.1205
578.7,11.4578,13.1205
578.8,11.4579,13.1205
578.9,11.458,13.1205
579,11.458,13.1205
579.1,11.4581,13.1205
579.2,11.4582,13.1205
579.3,11.4582,13.1205
579.4,11.4583,13.1205
579.5,11.4584,13.1205
579.6,11.4584,13.1205
579.7,11.4585,13.1205
579.8,11.4586,13.1205
579.9,11.4587,13.1205
580,11.4587,13.1205
580.1,11.4588,13.1205
580.2,11.4589,13.1205
580.3,11.4589,13.1205
580.4,11.459,13.1205
580.5,11.459,13.1204
580.6,11.4591,13.1205
580.7,11.4592,13.1204
580.8,11.4593,13.1205
580.9,11.4593,13.1205
581,11.4594,13.1205
581.1,11.4595,13.1205
581.2,11.4595,13.1205
581.3,11.4596,13.1205
581.4,11.4597,13.1204
581.5,11.4598,13.1205
581.6,11.4598,13.1205
581.7,11.4599,13.1204
581.8,11.46,13.1204
581.9,11.46,13.1204
582,11.4601,13.1204
582.1,11.4602,13.1204
582.2,11.4602,13.1204
582.3,11.4603,13.1204
582.4,11.4604,13.1204
582.5,11.4604,13.1204
582.6,11.4605,13.1204
582.7,11.4606,13.1204
582.8,11.4606,13.1204
582.9,11.4607,13.1204
583,11.4608,13.1204
583.1,11.4608,13.1204
583.2,11.4609,13.1204
583.3,11.461,13.1204
583.4,11.4611,13.1204
583.5,11.4611,13.1204
583.6,11.4612,13.1204
583.7,11.4613,13.1204
583.8,11.4614,13.1204
583.9,11.4614,13.1204
584,11.4615,13.1204
584.1,11.4616,13.1204
584.2,11.4616,13.1204
584.3,11.4617,13.1204
584.4,11.4618,13.1204
584.5,11.4618,13.1204
584.6,11.4619,13.1204
584.7,11.462,13.1204
584.8,11.462,13.1204
584.9,11.4621,13.1204
585,11.4622,13.1204
585.1,11.4623,13.1204
585.2,11.4623,13.1203
585.3,11.4624,13.1204
585.4,11.4624,13.1203
585.5,11.4625,13.1204
585.6,11.4626,13.1204
585.7,11.4626,13.1204
585.8,11.4627,13.1204
585.9,11.4628,13.1203
586,11.4629,13.1204
586.1,11.4629,13.1203
586.2,11.463,13.1203
586.3,11.4631,13.1204
586.4,11.4632,13.1203
586.5,11.4632,13.1203
586.6,11.4633,13.1203
586.7,11.4634,13.1203
586.8,11.4634,13.1203
586.9,11.4635,13.1203
587,11.4636,13.1203
587.1,11.4637,13.1203
587.2,11.4637,13.1203
587.3,11.4638,13.1203
587.4,11.4638,13.1203
587.5,11.4639,13.1203
587.6,11.464,13.1203
587.7,11.4641,13.1203
587.8,11.4641,13.1203
587.9,11.4642,13.1203
588,11.4643,13.1203
588.1,11.4643,13.1203
588.2,11.4644,13.1203
588.3,11.4645,13.1203
588.4,11.4645,13.1203
588.5,11.4646,13.1203
588.6,11.4647,13.1203
588.7,11.4647,13.1203
588.8,11.4648,13.1203
588.9,11.4649,13.1203
589,11.4649,13.1203
589.1,11.465,13.1203
589.2,11.4651,13.1203
589.3,11.4651,13.1203
589.4,11.4652,13.1203
589.5,11.4653,13.1203
589.6,11.4654,13.1203
589.7,11.4654,13.1203
589.8,11.4655,13.1203
589.9,11.4656,13.1203
590,11.4657,13.1203
590.1,11.4657,13.1203
590.2,11.4658,13.1203
590.3,11.4659,13.1203
590.4,11.4659,13.1203
590.5,11.466,13.1203
590.6,11.4661,13.1203
590.7,11.4661,13.1202
590.8,11.4662,13.1203
590.9,11.4663,13.1203
591,11.4663,13.1203
591.1,11.4664,13.1202
591.2,11.4665,13.1203
591.3,11.4666,13.1203
591.4,11.4666,13.1203
591.5,11.4667,13.1202
591.6,11.4667,13.1202
591.7,11.4669,13.1203
591.8,11.4669,13.1203
591.9,11.467,13.1202
592,11.467,13.1203
592.1,11.4671,13.1202
592.2,11.4672,13.1203
592.3,11.4672,13.1202
592.4,11.4673,13.1202
592.5,11.4674,13.1202
592.6,11.4674,13.1202
592.7,11.4675,13.1202
592.8,11.4676,13.1202
592.9,11.4676,13.1202
593,11.4677,13.1202
593.1,11.4678,13.1202
593.2,11.4678,13.1202
593.3,11.4679,13.1202
593.4,11.468,13.1202
593.5,11.468,13.1202
593.6,11.4681,13.1202
593.7,11.4682,13.1202
593.8,11.4682,13.1202
593.9,11.4683,13.1202
594,11.4684,13.1202
594.1,11.4684,13.1202
594.2,11.4685,13.1202
594.3,11.4686,13.1202
594.4,11.4686,13.1202
594.5,11.4687,13.1202
594.6,11.4688,13.1202
594.7,11.4688,13.1202
594.8,11.4689,13.1202
594.9,11.469,13.1202
595,11.469,13.1202
595.1,11.4691,13.1202
595.2,11.4692,13.1202
595.3,11.4692,13.1202
595.4,11.4693,13.1202
595.5,11.4693,13.1202
595.6,11.4694,13.1202
595.7,11.4695,13.1202
595.8,11.4696,13.1202
595.9,11.4696,13.1201
596,11.4697,13.1202
596.1,11.4697,13.1202
596.2,11.4698,13.1202
596.3,11.4699,13.1202
596.4,11.4699,13.1202
596.5,11.47,13.1202
596.6,11.4701,13.1201
596.7,11.4702,13.1202
596.8,11.4702,13.1202
596.9,11.4703,13.1202
597,11.4703,13.1201
597.1,11.4704,13.1202
597.2,11.4704,13.1201
597.3,11.4705,13.1201
597.4,11.4706,13.1201
597.5,11.4707,13.1202
597.6,11.4707,13.1201
597.7,11.4708,13.1201
597.8,11.4708,13.1201
597.9,11.4709,13.1201
598,11.471,13.1201
598.1,11.4711,13.1201
598.2,11.4711,13.1201
598.3,11.4712,13.1201
598.4,11.4713,13.1201
598.5,11.4713,13.1202
598.6,11.4714,13.1201
598.7,11.4714,13.1201
598.8,11.4715,13.1201
598.9,11.4716,13.1201
599,11.4717,13.1201
599.1,11.4717,13.1201
599.2,11.4718,13.1201
599.3,11.4718,13.1201
599.4,11.4719,13.1201
599.5,11.472,13.1201
599.6,11.472,13.1201
599.7,11.4721,13.1201
599.8,11.4722,13.1201
599.9,11.4723,13.1201
